"employee_id","full_name","first_name","last_name","position_id","position_title","store_id","department_id","birth_date","hire_date","end_date","salary","supervisor_id","education_level","marital_status","gender"
1268,"Karen Caluori","Karen","Caluori",,,0,0,1938/5/26 00:00:00,,,NT$0.00,0,"High School Degree","M","F"
1269,"Hattie Boyer","Hattie","Boyer",,,0,0,1955/1/8 00:00:00,,,NT$0.00,0,"High School Degree","S","M"
1270,"Michael Dreiling","Michael","Dreiling",,,0,0,1947/8/18 00:00:00,,,NT$0.00,0,"Partial College","S","F"
1271,"Jay Bauer","Jay","Bauer",,,0,0,1966/9/25 00:00:00,,,NT$0.00,0,"Bachelors Degree","S","M"
1272,"Melissa Geha","Melissa","Geha",,,0,0,1925/2/22 00:00:00,,,NT$0.00,0,"High School Degree","M","M"
1273,"Kim Chan","Kim","Chan",,,0,0,1972/7/19 00:00:00,,,NT$0.00,0,"Bachelors Degree","M","M"
1274,"Audrey Topping","Audrey","Topping",,,0,0,1911/5/10 00:00:00,,,NT$0.00,0,"Partial College","M","M"
1275,"Chris Carson","Chris","Carson",,,0,0,1963/11/23 00:00:00,,,NT$0.00,0,"Partial College","M","M"
1276,"Jeffrey Ferguson","Jeffrey","Ferguson",,,0,0,1920/6/11 00:00:00,,,NT$0.00,0,"Partial College","S","M"
1277,"Eric Callahan","Eric","Callahan",,,0,0,1953/5/18 00:00:00,,,NT$0.00,0,"Partial College","S","F"
1278,"Kim Leming","Kim","Leming",,,0,0,1967/1/6 00:00:00,,,NT$0.00,0,"Bachelors Degree","M","M"
1279,"Jenni Montgomery","Jenni","Montgomery",,,0,0,1932/5/12 00:00:00,,,NT$0.00,0,"High School Degree","S","F"
1280,"Gerald Koblinski","Gerald","Koblinski",,,0,0,1971/6/1 00:00:00,,,NT$0.00,0,"Partial College","M","M"
1281,"Frank Bush","Frank","Bush",,,0,0,1970/2/6 00:00:00,,,NT$0.00,0,"Partial College","S","F"
1282,"Kyle Alarid","Kyle","Alarid",,,0,0,1919/7/17 00:00:00,,,NT$0.00,0,"High School Degree","M","F"
1283,"Tim Hollingsworth","Tim","Hollingsworth",,,0,0,1933/9/27 00:00:00,,,NT$0.00,0,"Partial College","M","M"
1284,"Dorothy Carroll","Dorothy","Carroll",,,0,0,1971/1/8 00:00:00,,,NT$0.00,0,"Partial College","M","F"
1285,"Gladys Wheelersburg","Gladys","Wheelersburg",,,0,0,1949/5/14 00:00:00,,,NT$0.00,0,"Bachelors Degree","S","M"
1286,"Lynn Norris","Lynn","Norris",,,0,0,1916/11/6 00:00:00,,,NT$0.00,0,"Graduate Degree","S","M"
1287,"David McCool","David","McCool",,,0,0,1967/8/10 00:00:00,,,NT$0.00,0,"Graduate Degree","S","M"
1288,"Scott Panton","Scott","Panton",,,0,0,1949/7/17 00:00:00,,,NT$0.00,0,"High School Degree","S","F"
1289,"Sharon Campers","Sharon","Campers",,,0,0,1959/10/11 00:00:00,,,NT$0.00,0,"Bachelors Degree","M","M"
1290,"William Griego","William","Griego",,,0,0,1942/7/10 00:00:00,,,NT$0.00,0,"High School Degree","M","M"
1291,"Patricia Caldwell","Patricia","Caldwell",,,0,0,1960/10/8 00:00:00,,,NT$0.00,0,"Graduate Degree","M","F"
1292,"Jane King","Jane","King",,,0,0,1950/1/20 00:00:00,,,NT$0.00,0,"Bachelors Degree","S","F"
1293,"Mary Thomas","Mary","Thomas",,,0,0,1944/8/25 00:00:00,,,NT$0.00,0,"Bachelors Degree","S","M"
1294,"Joseph Schilke","Joseph","Schilke",,,0,0,1932/4/21 00:00:00,,,NT$0.00,0,"Bachelors Degree","M","M"
1295,"Angel Forsythe","Angel","Forsythe",,,0,0,1929/5/24 00:00:00,,,NT$0.00,0,"Graduate Degree","M","M"
1296,"Lutgardis Harp","Lutgardis","Harp",,,0,0,1930/1/11 00:00:00,,,NT$0.00,0,"Bachelors Degree","M","F"
1297,"Joann Mramor","Joann","Mramor",,,0,0,1961/5/12 00:00:00,,,NT$0.00,0,"Bachelors Degree","S","M"
1298,"Ashley Noll","Ashley","Noll",,,0,0,1954/10/5 00:00:00,,,NT$0.00,0,"High School Degree","M","F"
1299,"Shona Grimm","Shona","Grimm",,,0,0,1918/6/1 00:00:00,,,NT$0.00,0,"High School Degree","M","M"
